Product Name,Price,Rating
"KOSPET Tank T3 Ultra 2 Smart Watch for Men GPS, Extra-Long Battery, Full Stainless Steel Body Rugged Smartwatch with Bluetooth Calling, 1.43"" AMOLED Display, Pressure, Altitude, Compass - Black","5,500.00 EGP",4.2
"LENYES LW-217 Smart Watch, 2.01-inch TFT Display, IP68 Waterproof, Camouflage Design, BT5.3, 410mAh Battery","1,175.00 EGP",4.6
"Choetech Smart Watch 1.91 Inch touch screen, Health monitoring, Life Control Rectangle Black",999.00 EGP,3.3
"Smart Watch T800 Ultra for Women & Man with 2 inch HDScreen & 49mm Strap, Supports Always on Clock, Fitness, calls, Bluetooth, Heart Rate, Sports Mode, Sleep Monitoring (Black 1)",499.00 EGP,3
"ME11 Ultra 3 Smart Watch 2.21"" AMOLED Screen - Wireless Charging - with 2 Extra Bands (Orange-Grey)",425.00 EGP,2.5
"ADHOMAX New T800 Ultra2-Plus Smart Watch Elegant Design 2.2"", NFC, Fitness Tracker, Heart Rate, Oxygen Monitor, Calls, Wireless Charging | IOS and android for men, women (Black)",289.00 EGP,2.7
"Huawei Watch GT 6 Atum-B19W Smart Watch, 46mm, Green - 1 Year Warranty","8,900.00 EGP",4.8
"Texton Waterproof Smart Watch Features Like Daily Activity Tracker, Heart Rate Blood Pressure Tracking,Sleep Monitor,and Basic Functionality for Men/Women/Boys/Girls and All Age Group",699.00 EGP,2.4
"Kids Digital Smart Watch – Waterproof LED Wristband for Boys & Girls, Cartoon Superhero Design – Birthday Gift for Ages 2-12 (Multicolor) (Black Spidarmen)",79.00 EGP,3
"HUAWEI WATCH GT 6 Pro Smart Watch, 46mm, upto 21 days battery life, GPS Smart Watches with 100+ Sports Mode, Cycling, iOS & Android Compatible, ECG Analysis, Health Monitoring, Black","13,700.00 EGP",4.5
"Huawei Watch GT 6 Atum-B19L Smart Watch, 46mm, Stainless Steel Case, Leather Strap, Grey - 1 Year Warranty","9,895.00 EGP",4.2
"X10 Multifunction Sport Smart Watch, 45mm HD Display, Black Frame, Sport Design, Waterproof (Gold)",810.00 EGP,3
"ADHOMAX New T800 Ultra2-Plus Smart Watch Elegant Design 2.2"", NFC, Fitness Tracker, Heart Rate, Oxygen Monitor, Calls, Wireless Charging | IOS and android for men, women (White Strap)",299.99 EGP,2.6
T800 Ultra 2 Smart Watch Aluminum Case Sport Watch 45mm Fashion Design For Unisex - Black,330.00 EGP,2.5
"ADHOMAX Smart Watch new edition HD Display, Elegant Design, Fitness Tracker, Heart Rate, Calls, Music, SpO2, Wireless Charging, Camera, Weather, Calender | IOS, android (X999 Golden, 4 Stratps)",579.00 EGP,2.4
"Digital Smart Watch with Silicone Band, Rose Gold Case, Multiple Colours Available",63.00 EGP,2.8
"ADHOMAX New 2025 T900 Ultra2 smart watch Elegant Design 2.19"" Series 8 display, Fitness Tracker, Bluetooth Wireless Charging, Touch Screen compatable with IOS, android for men and women (Black)",333.00 EGP,2.4
MERV - X10 Ultra 3 Smart Watch WearFit 49mm (Orange),699.00 EGP,3.9
"ME31 ULTRA 3 Smart Watch 2.21"" HD IPS AMOLED Display – 7+1 Straps – Call & Notification Support",500.00 EGP,2.5
"ADHOMAX New Ultra Big 7 In 1 Smart Watch, 2.01"" HD Display, Calling, Fitness Tracker, Wireless Charging, Heart Rate, SpO2, Weather, Camera, Music, For IOS, android, men and women (Black)",599.00 EGP,2.8
"HONOR Watch GS 3, SmartWatch with 1.43 Inch AMOLED Touch Screen, Fitness Watch with Heart Rate Monitor, Sleep and Blood Oxygen Monitoring for Android, GPS, 14 Days Battery Life, Midnight Blue","5,999.00 EGP",4
"Samsung Galaxy Watch8 (44mm, LTE, Graphite) with 3nm Processor | Dual GPS | Sapphire Glass & Armor Aluminum | 5ATM & IP68 | BP, ECG, IHRN & Vascular Load Monitoring | Anti-oxidant Index","11,790.00 EGP",4.2
HUAWEI WATCH GT 5 VILI-B19W 46MM BLUE WOVEN STRAP,"8,299.00 EGP",4.7
"KEEPONFIT Smart Watches for Women, Fitness Tracker with Heart Rate & SpO2 Monitor, IP67 Waterproof Activity Tracker for Men & Women, Smart Sports Watch for Android & iOS (Black)","2,999.00 EGP",4.1
"1+Smart Watch, 2.02 AMOLED Display, IP68 Waterproof, 100+ Watch Faces, Bluetooth 5.0, Health Fitness Tracker with Heart Rate Monitor, Multi-Language Support arabic suported (Black, HK20 ULTRA 2)",710.00 EGP,2.8
MERV - X10 Mini 3 SmartWatch WearFit - (41mm) (Gold),699.00 EGP,3.1
"SAMSUNG Galaxy Watch7 Smartwatch, Green, 44mm, Bluetooth, Sleep Coaching, Fitness Tracker, 1 Year Warranty / Local Version","8,777.77 EGP",4.3
"Apple Watch Series 11 GPS 46mm Smartwatch with Jet Black Aluminium Case with Black Sport Band M/L. Sleep Score, Fitness Tracker, Health Monitoring, Always-On Display, Water Resistant","21,400.00 EGP",4.5
ME11 Ultra 3 Smart Watch 2.21 Inch AMOLED Screen - Wireless Charging - with 2 Bands (Black - Green),425.00 EGP,2
"Oraimo Watch 2R Smart Watch, 1.39-inch TFT Display, IP68 Waterproof, Rose Gold","1,599.00 EGP",2.5
"HUAWEI WATCH GT 3 46 mm Smartwatch, 2 Weeks' Battery Life, All-Day SpO2 Monitoring, Personal AI Running Coach, Accurate Heart Rate Monitoring, 100+ Workout Modes, Australian Version - Brown","8,700.00 EGP",4.4
"Huawei Watch GT 6 Pro Atum-B29M Smart Watch, 46mm, Titanium - 1 Year Warranty","20,503.76 EGP",4.7
"Samsung Galaxy Watch Ultra 47mm LTE Smartwatch, Titanium Casing, Advanced Sleep Coaching, Running Coach, Energy Score, Heart Rate Tracking, GPS, 2025, Titanium Blue [US Version, 2 Yr Warranty]","17,490.00 EGP",4.4
"Amazfit GTR 3 Pro 46mm Smart Watch with AMOLED Display, Sports Watch with 150+ Sports Modes, GPS, Heart Rate, Sleep, Stress, SpO2 Monitoring, Bluetooth Calls, Music Control, Alexa Built-in, Black 622","6,390.00 EGP",4.2
"SHARAV Smart Watch - ID116 Smart Watches for Men Women, Bluetooth Smartwatch Touch Screen Bluetooth Smart Watches for Android iOS Phones Wrist Phone Watch, Women",699.00 EGP,2.2
"Fitbit Versa 4 Fitness Smartwatch with Daily Readiness, GPS, 24/7 Heart Rate, 40+ Exercise Modes, Sleep Tracking and more, Black/Graphite, One Size (S & L Bands Included)","10,000.00 EGP",4.2
KIDSZONE Digital Watch for KIDS Cool Smart Watch for Kids – Perfect Everyday Companion Wristwatch (White),79.00 EGP,2.2
"AGPTEK Smart Watch for Men, 1.3'' Full Touch Fitness LW11 Watch with Heart Rate Monitor, DIY Watch Face, Message Notification, IP68 Waterproof Outdoor Sports Smartwatch for Android iOS Phones, Black","3,300.00 EGP",4
"Samsung Galaxy Watch8 Classic Smartwatch, 46mm, Black, Bluetooth (CAD Version & Warranty) - AI Assistant (Gemini), Sleep Coaching, Fitness Tracking","14,112.00 EGP",4.5
"Smart Watch for Kids with 12 Puzzle Games, 1.83"" Fitness Tracker Watch Heart Rate Sleep Monitor, Pedometer, Alarm Clock, Flashlight, Gift for 6-12 Year Old Boys","2,999.00 EGP",4.4
Apple Watch SE 44MM GPS (2nd Gen - 2022) Midnight Aluminum Case with Midnight Sport Band - M/L,"13,750.00 EGP",4.6
"ADHOMAX New T800 Ultra2-Plus Smart Watch Elegant Design 2.2"", NFC, Fitness Tracker, Heart Rate, Oxygen Monitor, Calls, Wireless Charging | IOS and android for men, women (Dark Blue Strap)",322.00 EGP,2.6
"HUAWEI WATCH GT 3 Pro Smartwatch, 46mm, Free-diving Mode, Durable Battery Life, Wireless Fast Charging, Heart Rate & Blood Oxygen Monitoring, Bluetooth calls, Light Titanium Caes, Gray Leather Strap","8,999.00 EGP",4.7
"ADHOMAX Smart Watch Elegant Design 49MM, NFC, HD display, Fitness Tracker, Sports, Wireless Charging, Long Battery, for IOS, android for men and women (fitcloudpro app, Orange+Orange+White)",425.00 EGP,3
Nabi Z7 Smart Watch for Kids (Black),850.00 EGP,2.8
"aeac Men's Smartwatch Calls, 1.7 Inches Smartwatch Watch for Men and Women with Hands-Free Answering Calls, Built-in Alexa, Heart Rate Monitor SpO2 Sleep, Fitness Watch Notifications Messages Whatsapp","3,999.00 EGP",4.1
HUAWEI WATCH GT 4 41 mm Light Gold,"14,499.00 EGP",4.7
"ADHOMAX New T900 Ultra Smart Watch Elegant Design 2.09"" HD Display, NFC, Fitness Tracker, Heart Rate, Oxygen Monitor, Calls, Wireless Charging | IOS and android for men, women (1, OilGreen)",288.00 EGP,2.1
"M72 MAX Smart Watch,49 MM HD Screen, Elegant Design, 2 watches, Fitness Tracker, Calls Wireless Charging, compatible with IOS & android, for men and women, 7 strpas, straps print may vary (Gold)",674.00 EGP,3.5
"ADHOMAX New 2025 T1000 Ultra2 smart watch Elegant Design 2.08"", NFC, infinite display, Fitness Tracker, Heart Rate, Calls, Wireless Charging, for IOS, android for men and women (White)",289.00 EGP,2.1
"ADHOMAX Smart Watch Elegant Design 49MM, NFC, HD display, Fitness Tracker, Sports, Wireless Charging, Long Battery, for IOS, android for men and women (fitcloudpro app, Orange+Orange+White)",425.00 EGP,3
"Nylon Sport Band Compatible with Xiaomi Mi Band 10/9/8 for Women Men, Soft Adjustable Breathable Sport Loop Watch Strap Replacement Wristband for Xiaomi Smart Band 8/9/10",150.00 EGP,4.2
"Dl3 Mobilak Braided Strap for Xiaomi Mi Band 10/9/8, Men Women Breathable Elastic Nylon with Magnetic Buckle Watch Band for Xiaomi Smart Band 10/Xiaomi Smart Band 9/8",160.00 EGP,2.6
"Dl3 Mobilak Bracelet Compatible with Xiaomi Mi Band 10/9/8, Stainless Steel Replacement Straps, Mesh Metal Watch Strap, Magnetic Adjustable Replacement Strap For Xiaomi Smart Band 8/9/10",225.00 EGP,4.5
Dl3 Mobilak Silicone Watch Band Strap Compatible for Huawei Honor Band 4 Running Version/Huawei Band 3e/ Band 4e Smart Watch Bracelet Replacement,85.00 EGP,3.8
"Huawei Watch GT 6 Atum-B19L Smart Watch, 46mm, Stainless Steel Case, Leather Strap, Grey - 1 Year Warranty","9,895.00 EGP",4.2
"aeac Men's Smartwatch Calls, 1.7 Inches Smartwatch Watch for Men and Women with Hands-Free Answering Calls, Built-in Alexa, Heart Rate Monitor SpO2 Sleep, Fitness Watch Notifications Messages Whatsapp","3,999.00 EGP",4.1
T900 ultra Smart Watch AMOLED Screen Support GPT/NFC/Call,773.00 EGP,5
"AGPTEK Smart Watch for Men, 1.3'' Full Touch Fitness LW11 Watch with Heart Rate Monitor, DIY Watch Face, Message Notification, IP68 Waterproof Outdoor Sports Smartwatch for Android iOS Phones, Black","3,300.00 EGP",4
"ADHOMAX Smart Watch Elegant Design 49MM, NFC, HD display, Fitness Tracker, Sports, Wireless Charging, Long Battery, for IOS, android for men and women (fitcloudpro app, Orange+Orange+White)",425.00 EGP,3
"Amazfit T-Rex 3 Smart Watch Outdoor Rugged Military 48mm Display, GPS, Offline Maps, 27 Days Battery Life, 45m Freediving, 100m Water-Resistance, AI & 170 Sports Mode, for Android & iPhone, Black","11,950.00 EGP",4.6
"Huawei Watch GT 6 Pro Atum-B29F Smart Watch, 46mm, Titanium Alloy Case, Fluoroelastomer StrapBlack, Black - 1 Year Warranty","13,769.77 EGP",4.4
"Amazfit GTR 3 Pro 46mm Smart Watch with AMOLED Display, Sports Watch with 150+ Sports Modes, GPS, Heart Rate, Sleep, Stress, SpO2 Monitoring, Bluetooth Calls, Music Control, Alexa Built-in, Black 622","6,390.00 EGP",4.2
"ADHOMAX Smart Watch M72 49MM HD Display, Elegant Design, New Gestures, mobile stand, ring medal, 3 straps Fitness Tracker, Calls, Wireless Charging, Heart Rate, Oxygen Monitor | IOS, android (Gold)",449.00 EGP,3
"Xiaomi Band 7 Pro Smart Bracelet AMOLED Screen GPS Blood Oxygen Fitness Waterproof Xiaomi Smart Band 7 Pro, Ivory, STANDARD","1,999.00 EGP",4.1
"ADHOMAX New T900 Ultra Smart Watch Elegant Design 2.09"" HD Display, NFC, Fitness Tracker, Heart Rate, Oxygen Monitor, Calls, Wireless Charging | IOS and android for men, women (1, Black)",599.00 EGP,2.8
"Smartwatch X10 ultra 3 with 2.20 inch curve display, wear.fit pro app, Smart Watch support NFC,voice assistant,CHAT GPT, 2025 NEW color (Gold)",749.00 EGP,3.8
Z7A Smart Watch Kids Tracking And Calls - Independent SIM - Track From Anywhere Warranty Agent Direct:01150652084 (Black),"1,330.00 EGP",2.5
"ADHOMAX New 2025 T900 Ultra2 smart watch Elegant Design 2.19"" Series 8 display, Fitness Tracker, Bluetooth Wireless Charging, Touch Screen compatable with IOS, android for men and women (Black)",333.00 EGP,2.4
"Smart Watch for Kids with 12 Puzzle Games, 1.83"" Fitness Tracker Watch Heart Rate Sleep Monitor, Pedometer, Alarm Clock, Flashlight, Gift for 6-12 Year Old Boys","2,999.00 EGP",4.4
"ADHOMAX New Ultra Big 7 In 1 Smart Watch, 2.01"" HD Display, Calling, Fitness Tracker, Wireless Charging, Heart Rate, SpO2, Weather, Camera, Music, For IOS, android, men and women (Black)",599.00 EGP,2.8
"ADHOMAX New T800 Ultra2 Smart Watch Elegant Design 2.2"", NFC, Fitness Tracker, Heart Rate, Oxygen Monitor, Calls, Wireless Charging | IOS and android for men, women (Black+NylBlack Strap)",349.99 EGP,2.6
"ADHOMAX Smart Watch C69 Ultra 2, 2.19"" HD Display, 7 in 1, Fitness Tracker, Calls, spo2, Sports, Wireless Charging, Music, for IOS, android, men, women, 5 Straps and cover protector (Gold)",666.00 EGP,2.9
"ADHOMAX K8 Ultra3 Smart Watch, Slim Case, Calls, 3D, Fitness Tracker, AI, Voice, Wireless Charging, Heart Rate, Games, SpO2, Weather, Camera, Music, IOS, android, men, women (Black-White Strap)",417.00 EGP,2.8
"Digital Smart Watch with Silicone Band, Rose Gold Case, Multiple Colours Available",63.00 EGP,2.8
"ME31 ULTRA 3 Smart Watch 2.21"" HD IPS AMOLED Display – 7+1 Straps – Call & Notification Support",500.00 EGP,2.5
"1+Smart Watch, 2.02 AMOLED Display, IP68 Waterproof, 100+ Watch Faces, Bluetooth 5.0, Health Fitness Tracker with Heart Rate Monitor, Multi-Language Support arabic suported (Black, HK20 ULTRA 2)",710.00 EGP,2.8
Ticwatch E3 Smart Watch Wear OS by Google for Men Women Qualcomm Snapdragon Wear 4100 Platform Health Monitor Fitness Tracker GPS NFC Mic Speaker IP68 Waterproof iOS/ Android Compatible,"3,988.80 EGP",3.4
"Smart Watch T800 Ultra for Women & Man with 2 inch HDScreen & 49mm Strap, Supports Always on Clock, Fitness, calls, Bluetooth, Heart Rate, Sports Mode, Sleep Monitoring (Black 1)",499.00 EGP,3
ME11 Ultra 3 Smart Watch 2.21 Inch AMOLED Screen - Wireless Charging - with 2 Bands (Black - Green),425.00 EGP,2
"ADHOMAX New 2025 T800 Ultra Smart Watch Elegant Design, HD Touch Screen, Heart Rate, Fitness Tracker, spo2, Calls, Sport, Music, Wireless Charging | IOS, android for men, women (Black + White Strap)",329.00 EGP,2.7
"Samsung Galaxy Watch8 (44mm, LTE, Graphite) with 3nm Processor | Dual GPS | Sapphire Glass & Armor Aluminum | 5ATM & IP68 | BP, ECG, IHRN & Vascular Load Monitoring | Anti-oxidant Index","11,790.00 EGP",4.2
"Fitbit Versa 4 Fitness Smartwatch with Daily Readiness, GPS, 24/7 Heart Rate, 40+ Exercise Modes, Sleep Tracking and more, Black/Graphite, One Size (S & L Bands Included)","10,000.00 EGP",4.2
"Smartwatch X10 ultra 3 with 2.20 inch curve display, wear.fit pro app, Smart Watch support NFC,voice assistant,CHAT GPT, for all Smart Phones 2025 NEW color (Gold)",730.00 EGP,3.6
"Samsung Galaxy Watch Ultra Smartwatch - 2025 Version, 47mm, Titanium Blue, LTE (CAD Version & Warranty) - Durable Titanium Casing, Cushion Design, Quick Button, AI-Powered Health Monitoring","16,888.88 EGP",4.5
"HUAWEI WATCH GT 6 Pro Smart Watch, 46mm, upto 21 days battery life, GPS Smart Watches with 100+ Sports Mode, Cycling, iOS & Android Compatible, ECG Analysis, Health Monitoring, Black","13,700.00 EGP",4.5
"A20 Ultra 2 Smart Watch – Stylish Design with AMOLED Display, Touch Control & Wireless Charging – Two Different Color Bands (Pink)",450.00 EGP,2.6
"RUIMEN Smart Watch Answer Dial Call,Smart Watches for Women Men HD Touch Screen Fitness watch with SpO2-Monitor Heart Rate Sleep Monitor Pedometer Watch Multi Sports Mode for Android iOS","6,195.00 EGP",4.2
"SAMSUNG Galaxy Watch7 Smartwatch, Green, 44mm, Bluetooth, Sleep Coaching, Fitness Tracker, 1 Year Warranty / Local Version","8,777.77 EGP",4.3
T2000 Ultra 2 Smart Watch 2.08 Inch HD Screen Wireless Charging Compatible with All Phones (Silver Metal - Black),375.00 EGP,2.9
"HUAWEI WATCH GT 3 46 mm Smartwatch, 2 Weeks' Battery Life, All-Day SpO2 Monitoring, Personal AI Running Coach, Accurate Heart Rate Monitoring, 100+ Workout Modes, Australian Version - Brown","8,700.00 EGP",4.4
Smart Watch for Men X 8 Plus Ultra NFC Always-on Display Calculator Wireless Charging Smart Watch iPaper Design 2023-2024 (Orange),620.00 EGP,2.9
KIDSZONE Digital Watch for KIDS Cool Smart Watch for Kids – Perfect Everyday Companion Wristwatch (White),79.00 EGP,2.2
"Amazfit Balance Smart Watch 46mm with Body Composition & Health Analysis, Sleep Recovery, GPS, Alexa Built-In, Bluetooth Calling, 14-Day Battery Life, 150+ Sports Modes, for Android iPhone, Black","7,798.05 EGP",4.4
"Oraimo Watch 2R Smart Watch, 1.39-inch TFT Display, IP68 Waterproof, Rose Gold","1,599.00 EGP",2.5
"Xiaomi Watch S4 Rainbow |Smartwatch| 1.43"" AMOLED display, Long battery life, Bluetooth calling, Noise reduction, Advanced health detection, 15 days battery life","8,523.16 EGP",4.4
"ADHOMAX New 2025 T900 Ultra2 smart watch Elegant Design 2.2"" NFC, infinite HD display, Fitness Tracker, Bluetooth, Wireless Charging, for IOS, android for men and women (Orange+Black Strap)",331.00 EGP,2.5
"itel O15 (2.01"") LCD Display Smart Watch, 480 Nits Brightness, 7 Days Battery Life, Heart Rate & Blood Oxygen Monitoring, 12 months warrant,IP68 Waterproof with Multisport Modes (Black)","1,099.00 EGP",3.2
"Apple Watch Series 11 GPS 46mm Smartwatch with Jet Black Aluminium Case with Black Sport Band M/L. Sleep Score, Fitness Tracker, Health Monitoring, Always-On Display, Water Resistant","21,400.00 EGP",4.5
"Choetech Smart Watch 1.91 Inch touch screen, Health monitoring, Life Control Rectangle Black",999.00 EGP,3.3
"Smart Watch for Kids, 1.83"" Fitness Tracker Watch Pedometer, Heart Rate, Sleep Monitor, IP68 Waterproof, Pedometer, Puzzle Games with/Without APP for Girls Boys Teens 6-16","2,999.00 EGP",4.2
"Smart Watch Trecker (Today only Offer with Extended 12 Year Warranty) for Men, Women & Notification Activity Tracker Band for iOS & Android/Smart Watch ID116 for All Smart Phones Black",699.00 EGP,2.5
HUAWEI WATCH GT 5 VILI-B19W 46MM BLUE WOVEN STRAP,"8,299.00 EGP",4.7
"Amazfit Active 2 Smart Watch 44mm, GPS Maps with Direction, Fitness Tracker, 10 Day Battery, Sleep Monitor, 160+ Sport Modes, Water Resistant, for Android & Apple iPhone, Red Silicone","9,999.00 EGP",4.4
"Garmin fēnix® 8 – 47 mm, Solar, AMOLED, Sapphire, Premium Multisport GPS Smartwatch, Long-Lasting Battery Life, Dive-Rated, Built-in LED Flashlight, Titanium with Amp Yellow/Graphite Band","180,000.00 EGP",4.6
HAYLOU Smart Watch HL-SP,"2,999.00 EGP",4.2
Generic Nabi Smart Watch for Kids Tracker pink (Purple),850.00 EGP,2.7
"ADHOMAX New 2025 T900 Ultra2 smart watch Elegant Design 2.2"" NFC, infinite HD display, Fitness Tracker, Bluetooth, Wireless Charging, for IOS, android for men and women (Orange+DarkBlue Strap)",333.00 EGP,2.5
"ADHOMAX New T800 Ultra2-Plus Smart Watch Elegant Design 2.2"", NFC, Fitness Tracker, Heart Rate, Oxygen Monitor, Calls, Wireless Charging | IOS and android for men, women (Black)",289.00 EGP,2.7
"M72 MAX Smart Watch,49 MM HD Screen, Elegant Design, 2 watches, Fitness Tracker, Calls Wireless Charging, compatible with IOS & android, for men and women, 7 strpas, straps print may vary (Black)",689.00 EGP,3.5
"T1000 Ultra 2 Smart Watch with 2.08 Inch Screen, Wireless Charging, Support Calls and Fitness, Stylish Design, Titanium Watch Color and Multi Color Band",360.00 EGP,No Rating
"Nylon Sport Band Compatible with Xiaomi Mi Band 10/9/8 for Women Men, Soft Adjustable Breathable Sport Loop Watch Strap Replacement Wristband for Xiaomi Smart Band 8/9/10",150.00 EGP,4.2
"Dl3 Mobilak Nylon Solo Loop Stretchy Strap for Xiaomi Mi Band 7/Mi Band 6/Mi Band 5/Mi Band 4/Mi Band 3, Adjustable Elastic Sport Band for Mi Band 7 6 5 4 3, Strap Smart Watch Accessories",140.00 EGP,3.9
"Dl3 Mobilak Bracelet Compatible with Xiaomi Mi Band 10/9/8, Stainless Steel Replacement Straps, Mesh Metal Watch Strap, Magnetic Adjustable Replacement Strap For Xiaomi Smart Band 8/9/10",200.00 EGP,4.5
Compatible with Oppo Band Women and Men Replacement Silicone Wristbands Watch Accessories for Oppo Smart Band,135.00 EGP,4.4
"Smart Watch T800 Ultra for Women & Man with 2 inch HDScreen & 49mm Strap, Supports Always on Clock, Fitness, calls, Bluetooth, Heart Rate, Sports Mode, Sleep Monitoring (Black 1)",499.00 EGP,3
X-Inova Germany MX 10 Smart Watch with 7 fashionable watch straps and Always on Clock - Gold,"1,299.00 EGP",3.4
"Garmin fēnix® 8 – 47 mm, Solar, AMOLED, Sapphire, Premium Multisport GPS Smartwatch, Long-Lasting Battery Life, Dive-Rated, Built-in LED Flashlight, Titanium with Amp Yellow/Graphite Band","180,000.00 EGP",4.6
"itel O15 (2.01"") LCD Display Smart Watch, 480 Nits Brightness, 7 Days Battery Life, Heart Rate & Blood Oxygen Monitoring, 12 months warrant,IP68 Waterproof with Multisport Modes (Black)","1,099.00 EGP",3.2
HUAWEI WATCH GT 5 VILI-B19W 46MM BLUE WOVEN STRAP,"8,299.00 EGP",4.7
"Smart Watch for Kids, 1.83"" Fitness Tracker Watch Pedometer, Heart Rate, Sleep Monitor, IP68 Waterproof, Pedometer, Puzzle Games with/Without APP for Girls Boys Teens 6-16","2,999.00 EGP",4.2
"T900 Ultra 2 Smart Watch Bluetooth Call Wireless Charging 2.19"" HD Touch Screen for IOS Android Men Women (Orange)",324.90 EGP,1.7
"ADHOMAX New T2000 ultra2 smart watch, Elegant Design 49MM HD display, NFC, Bluetooth Calls Wireless Charging,SPO2, Fitness Tracker, compatible with IOS, android for men, women (Black+White)",333.00 EGP,2.6
"Samsung Galaxy Watch7 Classic Smartwatch, Cream, 40mm, Bluetooth Sleep Coaching, Fitness Tracker, 1 Year Warranty/Local Version","8,950.00 EGP",4.2
"ADHOMAX New 2025 T800 Ultra Smart Watch Elegant Design, HD Touch Screen, Heart Rate, Fitness Tracker, spo2, Calls, Sport, Music, Wireless Charging | IOS, android for men, women (Black + White Strap)",329.00 EGP,2.7
T2000 Ultra 2 Smart Watch 2.08 Inch HD Screen Wireless Charging Compatible with All Phones (Silver Metal - Black),375.00 EGP,2.9
"Amazfit Active 2 Smart Watch 44mm, GPS Maps with Direction, Fitness Tracker, 10 Day Battery, Sleep Monitor, 160+ Sport Modes, Water Resistant, for Android & Apple iPhone, Red Silicone","9,999.00 EGP",4.4
"A20 Ultra 2 Smart Watch – Stylish Design with AMOLED Display, Touch Control & Wireless Charging – Two Different Color Bands (Pink)",450.00 EGP,2.6
"ADHOMAX New 2025 T900 Ultra2 smart watch Elegant Design 2.2"" NFC, infinite HD display, Fitness Tracker, Bluetooth, Wireless Charging, for IOS, android for men and women (Orange+Black Strap)",331.00 EGP,2.5
